listingId,title,streetAddress,address,rent,beds,baths,sqft,propertyType,phone,latitude,longitude,url,placardType,timestamp
hl61ql0,"66 Winthrop St, New Britain, CT 06052",66 Winthrop St,,"$2,100",3,2,3946,Apartment for Rent,(860) 478-8674,,,https://www.apartments.com/66-winthrop-st-new-britain-ct/hl61ql0/,prosumer,2025-07-01T04:17:32.611Z
82cemg0,"48 S Burritt St Unit 1R, New Britain, CT 06052",48 S Burritt St Unit 1R,,"$1,650",2,1,900,Apartment for Rent,(860) 916-6433,,,https://www.apartments.com/48-s-burritt-st-new-britain-ct-unit-1r/82cemg0/,prosumer,2025-07-01T04:17:32.627Z
61l2ens,"55 Bishop Ln, Avon, CT 06001",55 Bishop Ln,,"$25,000",6,6,12157,House for Rent,(860) 874-6646,,,https://www.apartments.com/55-bishop-ln-avon-ct/61l2ens/,prosumer,2025-07-01T04:17:32.638Z
km3j3mc,"93 Caesar Dr Unit 95, Bristol, CT 06010",93 Caesar Dr Unit 95,,"$1,700",2,1.5,1900,Apartment for Rent,(860) 996-4012,,,https://www.apartments.com/93-caesar-dr-bristol-ct-unit-95/km3j3mc/,prosumer,2025-07-01T04:17:32.652Z
klenycc,"642 Stafford Ave Unit 4, Bristol, CT 06010",642 Stafford Ave Unit 4,,"$2,000",2,1,1080,Apartment for Rent,(860) 538-7567,,,https://www.apartments.com/642-stafford-ave-bristol-ct-unit-4/klenycc/,prosumer,2025-07-01T04:17:32.669Z
p4jjs0s,"24 Willis St Unit 1, Bristol, CT 06010",24 Willis St Unit 1,,"$2,700",4,1,1500,Apartment for Rent,(203) 512-3303,,,https://www.apartments.com/24-willis-st-bristol-ct-unit-1/p4jjs0s/,prosumer,2025-07-01T04:17:32.686Z
mw4jfeh,"92 Kenmore Rd, Bloomfield, CT 06002",92 Kenmore Rd,,"$5,500",3,2,2304,House for Rent,(203) 217-2692,,,https://www.apartments.com/92-kenmore-rd-bloomfield-ct/mw4jfeh/,prosumer,2025-07-01T04:17:32.696Z
m231dvh,"8 Alto Rd Unit C Rear, Burlington, CT 06013",8 Alto Rd Unit C Rear,,"$2,200",2,1,1200,Apartment for Rent,(860) 309-0474,,,https://www.apartments.com/8-alto-rd-burlington-ct-unit-c-rear/m231dvh/,prosumer,2025-07-01T04:17:32.706Z
v5bbh8d,"160 Main St Unit 2B, New Britain, CT 06051",160 Main St Unit 2B,,"$1,988",2,1,1100,Apartment for Rent,(215) 730-5401,,,https://www.apartments.com/160-main-st-new-britain-ct-unit-2b/v5bbh8d/,prosumer,2025-07-01T04:17:32.720Z
s7bxtv6,"178 New Britain Rd, Berlin, CT 06037",178 New Britain Rd,,"$2,600",2,1.5,744,House for Rent,(203) 695-8486,,,https://www.apartments.com/178-new-britain-rd-berlin-ct/s7bxtv6/,prosumer,2025-07-01T04:17:32.737Z
3p9kemd,"136 Liberty St Unit 111, Southington, CT 06489",136 Liberty St Unit 111,,"$2,200",2,1,1060,Apartment for Rent,(860) 919-4484,,,https://www.apartments.com/136-liberty-st-southington-ct-unit-111/3p9kemd/,prosumer,2025-07-01T04:17:32.747Z
4k9w67k,"267 N Washington St, Plainville, CT 06062",267 N Washington St,,"$2,400",4,1,1202,House for Rent,(860) 474-3762,,,https://www.apartments.com/267-n-washington-st-plainville-ct/4k9w67k/,prosumer,2025-07-01T04:17:32.764Z
yyt6kds,"4 Beth Ct Unit 2, New Britain, CT 06053",4 Beth Ct Unit 2,,"$1,600",3,1,1240,Apartment for Rent,(860) 883-2099,,,https://www.apartments.com/4-beth-ct-new-britain-ct-unit-2/yyt6kds/,prosumer,2025-07-01T04:17:32.778Z
85flzn1,"86 Rockwell Ave Unit 1st Fl, New Britain, CT 06051",86 Rockwell Ave Unit 1st Fl,,"$1,600",2,1,826,Apartment for Rent,(860) 874-3824,,,https://www.apartments.com/86-rockwell-ave-new-britain-ct-unit-1st-fl/85flzn1/,prosumer,2025-07-01T04:17:32.788Z
1p0pkv4,"181 Farms Village Rd, Simsbury, CT 06092",181 Farms Village Rd,,"$4,500",4,3.5,2732,House for Rent,(860) 878-1607,,,https://www.apartments.com/181-farms-village-rd-simsbury-ct/1p0pkv4/,prosumer,2025-07-01T04:17:32.818Z
nbvpkfp,"15 Trout Brook Rd, Bristol, CT 06010",15 Trout Brook Rd,,"$1,700",3,1,1046,Apartment for Rent,(860) 874-6646,,,https://www.apartments.com/15-trout-brook-rd-bristol-ct/nbvpkfp/,prosumer,2025-07-01T04:17:32.830Z
jrlv0w4,"267 Main St Unit 512, New Britain, CT 06051",267 Main St Unit 512,,"$1,625",,1,501,Apartment for Rent,(860) 919-0709,,,https://www.apartments.com/267-main-st-new-britain-ct-unit-512/jrlv0w4/,prosumer,2025-07-01T04:17:32.841Z
